全顺综合🌴,#genre#
CCTV1,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/111128@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV2,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000315/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV3,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/1369028@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV4,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000343/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV5,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/1369029@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV5+,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000153/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV6,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/1369030@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV7,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000344/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV8,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000476/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV8,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576103.m3u8
CCTV9,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000345/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV10,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000346/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV11,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000583/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV12,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000348/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV13,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000602/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV14,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000349/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV15,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000587/index.m3u8?playtype=1&usercode=Scdx@CL_is
CCTV17,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000580/index.m3u8?playtype=1&usercode=Scdx@CL_is
CGTN,http://182.139.250.132:5033/HUAWEI/00000001000000050000000000000613/index.m3u8?playtype=1&usercode=Scdx@CL_is
CETV1,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000384/index.m3u8?playtype=1&usercode=Scdx@CL_is
CETV2,http://182.139.250.132:5033/syhjcms_hls/98000000000000000001685675010193/index.m3u8?playtype=1&usercode=Scdx@CL_is
CETV4,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000387/index.m3u8?playtype=1&usercode=Scdx@CL_is
CETV4,http://182.139.250.132:5033/syhjcms_hls/98000000000000000001685675077817/index.m3u8?playtype=1&usercode=Scdx@CL_is
安多卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000313/index.m3u8?playtype=1&usercode=Scdx@CL_is
安徽卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000338/index.m3u8?playtype=1&usercode=Scdx@CL_is
北京卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000154/index.m3u8?playtype=1&usercode=Scdx@CL_is
兵团卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000471/index.m3u8?playtype=1&usercode=Scdx@CL_is
兵团卫视,http://182.139.250.132:5033/syhjcms_hls/10000100000000050000000000077202/index.m3u8?playtype=1&usercode=Scdx@CL_is
东方卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000156/index.m3u8?playtype=1&usercode=Scdx@CL_is
东南卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000370/index.m3u8?playtype=1&usercode=Scdx@CL_is
东南卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000010/index.m3u8?playtype=1&usercode=Scdx@CL_is
甘肃卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000476/index.m3u8?playtype=1&usercode=Scdx@CL_is
甘肃卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000007/index.m3u8?playtype=1&usercode=Scdx@CL_is
广东卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000157/index.m3u8?playtype=1&usercode=Scdx@CL_is
广东卫视,http://182.139.250.132:5033/syhjcms_hls/10000100000000050000000000000084/index.m3u8?playtype=1&usercode=Scdx@CL_is
广西卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000267/index.m3u8?playtype=1&usercode=Scdx@CL_is
广西卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000012/index.m3u8?playtype=1&usercode=Scdx@CL_is
贵州卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000379/index.m3u8?playtype=1&usercode=Scdx@CL_is
贵州卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000379/index.m3u8?playtype=1&usercode=Scdx@CL_is
贵州卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000011/index.m3u8?playtype=1&usercode=Scdx@CL_is
海南卫视,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/1334@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
海南卫视,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/1334@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
海南卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000013/index.m3u8?playtype=1&usercode=Scdx@CL_is
河北卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000381/index.m3u8?playtype=1&usercode=Scdx@CL_is
河南卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000468/index.m3u8?playtype=1&usercode=Scdx@CL_is
河南卫视,http://182.139.250.132:5033/syhjcms_hls/98000000000000000001429143005346/index.m3u8?playtype=1&usercode=Scdx@CL_is
黑龙江卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000164/index.m3u8?playtype=1&usercode=Scdx@CL_is
湖北卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000166/index.m3u8?playtype=1&usercode=Scdx@CL_is
湖北卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000014/index.m3u8?playtype=1&usercode=Scdx@CL_is
湖南卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000155/index.m3u8?playtype=1&usercode=Scdx@CL_is
吉林卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000477/index.m3u8?playtype=1&usercode=Scdx@CL_is
吉林卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000004/index.m3u8?playtype=1&usercode=Scdx@CL_is
江苏卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000205/index.m3u8?playtype=1&usercode=Scdx@CL_is
江西卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000380/index.m3u8?playtype=1&usercode=Scdx@CL_is
江西卫视,http://182.139.250.132:5033/HUAWEI/20000002000000050000000000000380/index.m3u8?playtype=1&usercode=Scdx@CL_is
江西卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000003/index.m3u8?playtype=1&usercode=Scdx@CL_is
辽宁卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000353/index.m3u8?playtype=1&usercode=Scdx@CL_is
内蒙古卫视,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/79469@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
内蒙古卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000017/index.m3u8?playtype=1&usercode=Scdx@CL_is
宁夏卫视,http://182.139.250.132:5033/HUAWEI/Umai:CHAN/160782@BESTV.SMG.SMG/index.m3u8?playtype=1&usercode=Scdx@CL_is
宁夏卫视,http://182.139.250.132:5033/syhjcms_hls/10000100201705020000001000000018/index.m3u8?playtype=1&usercode=Scdx@CL_is
农林卫视,http://182.139.250.132:5033/HUAWEI/20000001000000050000000000000273/index.m3u8?playtype=1&usercode=Scdx@CL_is
